,obs,obs_text,reward,reward_text,score,skeleton
74,"[-0.5166756   2.737815   -1.2657635   1.4690503   0.18036376 -0.06833216
  0.          0.        ]","Observation from last step: 
X coordinate: -0.516676
Y coordinate: 2.74
X velocity: -1.27
Y velocity: 1.47
Angle of the lander: 0.18
Angular velocity of lander: -0.1708303950726986
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.9499391360543425,The reward from the last step was: -5.95,-333.0751398255815,"
_
Observation from last step: 
X coordinate: -0.516676
Y coordinate: 2.74
X velocity: -1.27
Y velocity: 1.47
Angle of the lander: 0.18
Angular velocity of lander: -0.1708303950726986
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.95
score: Score: -333.0751398255815

Action: 
"
75,"[-0.52948064  2.7714226  -1.2772231   1.4940777   0.17707461 -0.06578293
  0.          0.        ]","Observation from last step: 
X coordinate: -0.529481
Y coordinate: 2.77
X velocity: -1.28
Y velocity: 1.49
Angle of the lander: 0.18
Angular velocity of lander: -0.16445733606815338
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.157277285721352,The reward from the last step was: -6.16,-339.2324171113029,"
_
Observation from last step: 
X coordinate: -0.529481
Y coordinate: 2.77
X velocity: -1.28
Y velocity: 1.49
Angle of the lander: 0.18
Angular velocity of lander: -0.16445733606815338
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.16
score: Score: -339.2324171113029

Action: 
"
76,"[-0.5423381   2.8059132  -1.2830284   1.5332261   0.17435154 -0.05446123
  0.          0.        ]","Observation from last step: 
X coordinate: -0.542338
Y coordinate: 2.81
X velocity: -1.28
Y velocity: 1.53
Angle of the lander: 0.17
Angular velocity of lander: -0.13615308329463005
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.021413089112161,The reward from the last step was: -7.02,-346.25383020041505,"
_
Observation from last step: 
X coordinate: -0.542338
Y coordinate: 2.81
X velocity: -1.28
Y velocity: 1.53
Angle of the lander: 0.17
Angular velocity of lander: -0.13615308329463005
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.02
score: Score: -346.25383020041505

Action: 
"
77,"[-0.55525434  2.8411906  -1.2893842   1.5681291   0.1721017  -0.04499657
  0.          0.        ]","Observation from last step: 
X coordinate: -0.555254
Y coordinate: 2.84
X velocity: -1.29
Y velocity: 1.57
Angle of the lander: 0.17
Angular velocity of lander: -0.11249142698943615
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.876564043191865,The reward from the last step was: -6.88,-353.13039424360693,"
_
Observation from last step: 
X coordinate: -0.555254
Y coordinate: 2.84
X velocity: -1.29
Y velocity: 1.57
Angle of the lander: 0.17
Angular velocity of lander: -0.11249142698943615
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.88
score: Score: -353.13039424360693

Action: 
"
78,"[-0.56813115  2.8764873  -1.2859397   1.56895     0.17035908 -0.0348525
  0.          0.        ]","Observation from last step: 
X coordinate: -0.568131
Y coordinate: 2.88
X velocity: -1.29
Y velocity: 1.57
Angle of the lander: 0.17
Angular velocity of lander: -0.08713124319911003
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-3.6823316292472326,The reward from the last step was: -3.68,-356.8127258728542,"
_
Observation from last step: 
X coordinate: -0.568131
Y coordinate: 2.88
X velocity: -1.29
Y velocity: 1.57
Angle of the lander: 0.17
Angular velocity of lander: -0.08713124319911003
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -3.68
score: Score: -356.8127258728542

Action: 
"
79,"[-0.5810975   2.9124262  -1.2951396   1.5974681   0.16885702 -0.0300409
  0.          0.        ]","Observation from last step: 
X coordinate: -0.581097
Y coordinate: 2.91
X velocity: -1.30
Y velocity: 1.60
Angle of the lander: 0.17
Angular velocity of lander: -0.07510226219892502
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.71911793809777,The reward from the last step was: -6.72,-363.53184381095195,"
_
Observation from last step: 
X coordinate: -0.581097
Y coordinate: 2.91
X velocity: -1.30
Y velocity: 1.60
Angle of the lander: 0.17
Angular velocity of lander: -0.07510226219892502
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.72
score: Score: -363.53184381095195

Action: 
"
80,"[-0.5943034   2.9491704  -1.3187268   1.6332815   0.16699031 -0.0373343
  0.          0.        ]","Observation from last step: 
X coordinate: -0.594303
Y coordinate: 2.95
X velocity: -1.32
Y velocity: 1.63
Angle of the lander: 0.17
Angular velocity of lander: -0.09333576075732708
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-8.24345682038022,The reward from the last step was: -8.24,-371.7753006313322,"
_
Observation from last step: 
X coordinate: -0.594303
Y coordinate: 2.95
X velocity: -1.32
Y velocity: 1.63
Angle of the lander: 0.17
Angular velocity of lander: -0.09333576075732708
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -8.24
score: Score: -371.7753006313322

Action: 
"
81,"[-0.607676    2.9866595  -1.3353206   1.6664029   0.16505238 -0.03875846
  0.          0.        ]","Observation from last step: 
X coordinate: -0.607676
Y coordinate: 2.99
X velocity: -1.34
Y velocity: 1.67
Angle of the lander: 0.17
Angular velocity of lander: -0.09689615108072758
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.666844285429465,The reward from the last step was: -7.67,-379.44214491676166,"
_
Observation from last step: 
X coordinate: -0.607676
Y coordinate: 2.99
X velocity: -1.34
Y velocity: 1.67
Angle of the lander: 0.17
Angular velocity of lander: -0.09689615108072758
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.67
score: Score: -379.44214491676166

Action: 
"
82,"[-0.6210844   3.0248969  -1.3394186   1.6996062   0.16363387 -0.02837039
  0.          0.        ]","Observation from last step: 
X coordinate: -0.621084
Y coordinate: 3.02
X velocity: -1.34
Y velocity: 1.70
Angle of the lander: 0.16
Angular velocity of lander: -0.07092597428709269
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.027391244822456,The reward from the last step was: -7.03,-386.46953616158413,"
_
Observation from last step: 
X coordinate: -0.621084
Y coordinate: 3.02
X velocity: -1.34
Y velocity: 1.70
Angle of the lander: 0.16
Angular velocity of lander: -0.07092597428709269
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.03
score: Score: -386.46953616158413

Action: 
"
83,"[-0.63474774  3.0640428  -1.3645145   1.7400166   0.1618085  -0.03650766
  0.          0.        ]","Observation from last step: 
X coordinate: -0.634748
Y coordinate: 3.06
X velocity: -1.36
Y velocity: 1.74
Angle of the lander: 0.16
Angular velocity of lander: -0.09126914665102959
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-8.955241405278617,The reward from the last step was: -8.96,-395.42477756686276,"
_
Observation from last step: 
X coordinate: -0.634748
Y coordinate: 3.06
X velocity: -1.36
Y velocity: 1.74
Angle of the lander: 0.16
Angular velocity of lander: -0.09126914665102959
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -8.96
score: Score: -395.42477756686276

Action: 
"
84,"[-0.6483458   3.1034923  -1.3587286   1.7534322   0.16073    -0.02156981
  0.          0.        ]","Observation from last step: 
X coordinate: -0.648346
Y coordinate: 3.10
X velocity: -1.36
Y velocity: 1.75
Angle of the lander: 0.16
Angular velocity of lander: -0.05392453633248806
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.033719472497796,The reward from the last step was: -5.03,-400.45849703936057,"
_
Observation from last step: 
X coordinate: -0.648346
Y coordinate: 3.10
X velocity: -1.36
Y velocity: 1.75
Angle of the lander: 0.16
Angular velocity of lander: -0.05392453633248806
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.03
score: Score: -400.45849703936057

Action: 
"
85,"[-0.6619197   3.1433396  -1.35691     1.7710445   0.16025415 -0.00951715
  0.          0.        ]","Observation from last step: 
X coordinate: -0.661920
Y coordinate: 3.14
X velocity: -1.36
Y velocity: 1.77
Angle of the lander: 0.16
Angular velocity of lander: -0.023792863357812166
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.715071223553923,The reward from the last step was: -5.72,-406.1735682629145,"
_
Observation from last step: 
X coordinate: -0.661920
Y coordinate: 3.14
X velocity: -1.36
Y velocity: 1.77
Angle of the lander: 0.16
Angular velocity of lander: -0.023792863357812166
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.72
score: Score: -406.1735682629145

Action: 
"
86,"[-0.6757706   3.1838145  -1.3839521   1.7989942   0.15911655 -0.02275163
  0.          0.        ]","Observation from last step: 
X coordinate: -0.675771
Y coordinate: 3.18
X velocity: -1.38
Y velocity: 1.80
Angle of the lander: 0.16
Angular velocity of lander: -0.05687907803803682
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-8.296429481600331,The reward from the last step was: -8.30,-414.46999774451484,"
_
Observation from last step: 
X coordinate: -0.675771
Y coordinate: 3.18
X velocity: -1.38
Y velocity: 1.80
Angle of the lander: 0.16
Angular velocity of lander: -0.05687907803803682
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -8.30
score: Score: -414.46999774451484

Action: 
"
87,"[-0.6897421   3.2242339  -1.3957298   1.7965751   0.15769406 -0.02845
  0.          0.        ]","Observation from last step: 
X coordinate: -0.689742
Y coordinate: 3.22
X velocity: -1.40
Y velocity: 1.80
Angle of the lander: 0.16
Angular velocity of lander: -0.07112499326467514
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.931076116264808,The reward from the last step was: -4.93,-419.40107386077966,"
_
Observation from last step: 
X coordinate: -0.689742
Y coordinate: 3.22
X velocity: -1.40
Y velocity: 1.80
Angle of the lander: 0.16
Angular velocity of lander: -0.07112499326467514
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.93
score: Score: -419.40107386077966

Action: 
"
88,"[-0.7036315   3.264939   -1.3883232   1.8091794   0.15707523 -0.01237633
  0.          0.        ]","Observation from last step: 
X coordinate: -0.703632
Y coordinate: 3.26
X velocity: -1.39
Y velocity: 1.81
Angle of the lander: 0.16
Angular velocity of lander: -0.030940831638872623
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.054525180526002,The reward from the last step was: -5.05,-424.4555990413057,"
_
Observation from last step: 
X coordinate: -0.703632
Y coordinate: 3.26
X velocity: -1.39
Y velocity: 1.81
Angle of the lander: 0.16
Angular velocity of lander: -0.030940831638872623
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.05
score: Score: -424.4555990413057

Action: 
"
89,"[-0.71767926  3.3058212  -1.4038031   1.8170803   0.15610771 -0.01935019
  0.          0.        ]","Observation from last step: 
X coordinate: -0.717679
Y coordinate: 3.31
X velocity: -1.40
Y velocity: 1.82
Angle of the lander: 0.16
Angular velocity of lander: -0.04837547894567251
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.0664491572317045,The reward from the last step was: -6.07,-430.5220481985374,"
_
Observation from last step: 
X coordinate: -0.717679
Y coordinate: 3.31
X velocity: -1.40
Y velocity: 1.82
Angle of the lander: 0.16
Angular velocity of lander: -0.04837547894567251
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.07
score: Score: -430.5220481985374

Action: 
"
90,"[-0.7317816   3.3466392  -1.4092742   1.8142272   0.15514721 -0.01920977
  0.          0.        ]","Observation from last step: 
X coordinate: -0.731782
Y coordinate: 3.35
X velocity: -1.41
Y velocity: 1.81
Angle of the lander: 0.16
Angular velocity of lander: -0.04802442155778408
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.601895387637046,The reward from the last step was: -4.60,-435.12394358617445,"
_
Observation from last step: 
X coordinate: -0.731782
Y coordinate: 3.35
X velocity: -1.41
Y velocity: 1.81
Angle of the lander: 0.16
Angular velocity of lander: -0.04802442155778408
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.60
score: Score: -435.12394358617445

Action: 
"
91,"[-0.7460006   3.3875918  -1.4207537   1.8202443   0.15400362 -0.02287143
  0.          0.        ]","Observation from last step: 
X coordinate: -0.746001
Y coordinate: 3.39
X velocity: -1.42
Y velocity: 1.82
Angle of the lander: 0.15
Angular velocity of lander: -0.057178582064807415
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.67054093095162,The reward from the last step was: -5.67,-440.7944845171261,"
_
Observation from last step: 
X coordinate: -0.746001
Y coordinate: 3.39
X velocity: -1.42
Y velocity: 1.82
Angle of the lander: 0.15
Angular velocity of lander: -0.057178582064807415
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.67
score: Score: -440.7944845171261

Action: 
"
92,"[-0.76040494  3.4293935  -1.4391291   1.8579826   0.15269743 -0.02612357
  0.          0.        ]","Observation from last step: 
X coordinate: -0.760405
Y coordinate: 3.43
X velocity: -1.44
Y velocity: 1.86
Angle of the lander: 0.15
Angular velocity of lander: -0.06530893035233021
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-8.669048770364316,The reward from the last step was: -8.67,-449.4635332874904,"
_
Observation from last step: 
X coordinate: -0.760405
Y coordinate: 3.43
X velocity: -1.44
Y velocity: 1.86
Angle of the lander: 0.15
Angular velocity of lander: -0.06530893035233021
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -8.67
score: Score: -449.4635332874904

Action: 
"
93,"[-0.7748783   3.471392   -1.4460899   1.8667213   0.15144908 -0.02496676
  0.          0.        ]","Observation from last step: 
X coordinate: -0.774878
Y coordinate: 3.47
X velocity: -1.45
Y velocity: 1.87
Angle of the lander: 0.15
Angular velocity of lander: -0.062416899017989635
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.706191642165822,The reward from the last step was: -5.71,-455.16972492965624,"
_
Observation from last step: 
X coordinate: -0.774878
Y coordinate: 3.47
X velocity: -1.45
Y velocity: 1.87
Angle of the lander: 0.15
Angular velocity of lander: -0.062416899017989635
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.71
score: Score: -455.16972492965624

Action: 
"
94,"[-0.7895324   3.5133252  -1.4635814   1.8638867   0.14962304 -0.03652099
  0.          0.        ]","Observation from last step: 
X coordinate: -0.789532
Y coordinate: 3.51
X velocity: -1.46
Y velocity: 1.86
Angle of the lander: 0.15
Angular velocity of lander: -0.09130246937274933
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.381847567968111,The reward from the last step was: -5.38,-460.55157249762436,"
_
Observation from last step: 
X coordinate: -0.789532
Y coordinate: 3.51
X velocity: -1.46
Y velocity: 1.86
Angle of the lander: 0.15
Angular velocity of lander: -0.09130246937274933
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.38
score: Score: -460.55157249762436

Action: 
"
95,"[-0.8043429   3.5559206  -1.4790833   1.8933288   0.14766142 -0.03923237
  0.          0.        ]","Observation from last step: 
X coordinate: -0.804343
Y coordinate: 3.56
X velocity: -1.48
Y velocity: 1.89
Angle of the lander: 0.15
Angular velocity of lander: -0.09808091446757317
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.858568953292251,The reward from the last step was: -7.86,-468.4101414509166,"
_
Observation from last step: 
X coordinate: -0.804343
Y coordinate: 3.56
X velocity: -1.48
Y velocity: 1.89
Angle of the lander: 0.15
Angular velocity of lander: -0.09808091446757317
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.86
score: Score: -468.4101414509166

Action: 
"
96,"[-0.8191903   3.5989199  -1.4830613   1.9112386   0.14598592 -0.03351047
  0.          0.        ]","Observation from last step: 
X coordinate: -0.819190
Y coordinate: 3.60
X velocity: -1.48
Y velocity: 1.91
Angle of the lander: 0.15
Angular velocity of lander: -0.08377618156373501
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.311870861155216,The reward from the last step was: -6.31,-474.72201231207185,"
_
Observation from last step: 
X coordinate: -0.819190
Y coordinate: 3.60
X velocity: -1.48
Y velocity: 1.91
Angle of the lander: 0.15
Angular velocity of lander: -0.08377618156373501
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.31
score: Score: -474.72201231207185

Action: 
"
97,"[-0.8341035   3.6420214  -1.4896519   1.9157958   0.14432432 -0.03323197
  0.          0.        ]","Observation from last step: 
X coordinate: -0.834104
Y coordinate: 3.64
X velocity: -1.49
Y velocity: 1.92
Angle of the lander: 0.14
Angular velocity of lander: -0.08307993412017822
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-5.4320123175540855,The reward from the last step was: -5.43,-480.15402462962595,"
_
Observation from last step: 
X coordinate: -0.834104
Y coordinate: 3.64
X velocity: -1.49
Y velocity: 1.92
Angle of the lander: 0.14
Angular velocity of lander: -0.08307993412017822
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -5.43
score: Score: -480.15402462962595

Action: 
"
98,"[-0.84905803  3.6858778  -1.4941976   1.9492879   0.14307377 -0.0250107
  0.          0.        ]","Observation from last step: 
X coordinate: -0.849058
Y coordinate: 3.69
X velocity: -1.49
Y velocity: 1.95
Angle of the lander: 0.14
Angular velocity of lander: -0.06252676248550415
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.71293359764461,The reward from the last step was: -7.71,-487.8669582272706,"
_
Observation from last step: 
X coordinate: -0.849058
Y coordinate: 3.69
X velocity: -1.49
Y velocity: 1.95
Angle of the lander: 0.14
Angular velocity of lander: -0.06252676248550415
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.71
score: Score: -487.8669582272706

Action: 
"
99,"[-0.8639642   3.7301562  -1.4900365   1.9679934   0.14249371 -0.01160109
  0.          0.        ]","Observation from last step: 
X coordinate: -0.863964
Y coordinate: 3.73
X velocity: -1.49
Y velocity: 1.97
Angle of the lander: 0.14
Angular velocity of lander: -0.029002714436501265
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.127499703742887,The reward from the last step was: -6.13,-493.99445793101347,"
_
Observation from last step: 
X coordinate: -0.863964
Y coordinate: 3.73
X velocity: -1.49
Y velocity: 1.97
Angle of the lander: 0.14
Angular velocity of lander: -0.029002714436501265
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.13
score: Score: -493.99445793101347

Action: 
"
100,"[-0.879017    3.7746575  -1.5043845   1.9779304   0.14160243 -0.01782562
  0.          0.        ]","Observation from last step: 
X coordinate: -0.879017
Y coordinate: 3.77
X velocity: -1.50
Y velocity: 1.98
Angle of the lander: 0.14
Angular velocity of lander: -0.044564041309058666
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.5451163592356805,The reward from the last step was: -6.55,-500.53957429024916,"
_
Observation from last step: 
X coordinate: -0.879017
Y coordinate: 3.77
X velocity: -1.50
Y velocity: 1.98
Angle of the lander: 0.14
Angular velocity of lander: -0.044564041309058666
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.55
score: Score: -500.53957429024916

Action: 
"
101,"[-0.8942745   3.8200111  -1.5245473   2.0158112   0.14040495 -0.02394935
  0.          0.        ]","Observation from last step: 
X coordinate: -0.894274
Y coordinate: 3.82
X velocity: -1.52
Y velocity: 2.02
Angle of the lander: 0.14
Angular velocity of lander: -0.05987337324768305
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-9.180354096977954,The reward from the last step was: -9.18,-509.7199283872271,"
_
Observation from last step: 
X coordinate: -0.894274
Y coordinate: 3.82
X velocity: -1.52
Y velocity: 2.02
Angle of the lander: 0.14
Angular velocity of lander: -0.05987337324768305
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -9.18
score: Score: -509.7199283872271

Action: 
"
102,"[-0.90941334  3.8653986  -1.5135047   2.017257    0.14002429 -0.00761311
  0.          0.        ]","Observation from last step: 
X coordinate: -0.909413
Y coordinate: 3.87
X velocity: -1.51
Y velocity: 2.02
Angle of the lander: 0.14
Angular velocity of lander: -0.01903277589008212
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-4.477586615535347,The reward from the last step was: -4.48,-514.1975150027624,"
_
Observation from last step: 
X coordinate: -0.909413
Y coordinate: 3.87
X velocity: -1.51
Y velocity: 2.02
Angle of the lander: 0.14
Angular velocity of lander: -0.01903277589008212
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -4.48
score: Score: -514.1975150027624

Action: 
"
103,"[-9.2456555e-01  3.9114349e+00 -1.5153180e+00  2.0460458e+00
  1.4011946e-01  1.9034545e-03  0.0000000e+00  0.0000000e+00]","Observation from last step: 
X coordinate: -0.924566
Y coordinate: 3.91
X velocity: -1.52
Y velocity: 2.05
Angle of the lander: 0.14
Angular velocity of lander: 0.004758636350743473
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.55455816127851,The reward from the last step was: -7.55,-521.7520731640409,"
_
Observation from last step: 
X coordinate: -0.924566
Y coordinate: 3.91
X velocity: -1.52
Y velocity: 2.05
Angle of the lander: 0.14
Angular velocity of lander: 0.004758636350743473
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.55
score: Score: -521.7520731640409

Action: 
"
104,"[-0.9398743   3.9576452  -1.5305802   2.0538158   0.13983095 -0.00577041
  0.          0.        ]","Observation from last step: 
X coordinate: -0.939874
Y coordinate: 3.96
X velocity: -1.53
Y velocity: 2.05
Angle of the lander: 0.14
Angular velocity of lander: -0.01442602719180286
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.654523605120448,The reward from the last step was: -6.65,-528.4065967691613,"
_
Observation from last step: 
X coordinate: -0.939874
Y coordinate: 3.96
X velocity: -1.53
Y velocity: 2.05
Angle of the lander: 0.14
Angular velocity of lander: -0.01442602719180286
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.65
score: Score: -528.4065967691613

Action: 
"
105,"[-0.9552861   4.0042815  -1.5408609   2.072754    0.13951066 -0.00640557
  0.          0.        ]","Observation from last step: 
X coordinate: -0.955286
Y coordinate: 4.00
X velocity: -1.54
Y velocity: 2.07
Angle of the lander: 0.14
Angular velocity of lander: -0.016013936838135123
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-7.294755332976865,The reward from the last step was: -7.29,-535.7013521021381,"
_
Observation from last step: 
X coordinate: -0.955286
Y coordinate: 4.00
X velocity: -1.54
Y velocity: 2.07
Angle of the lander: 0.14
Angular velocity of lander: -0.016013936838135123
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -7.29
score: Score: -535.7013521021381

Action: 
"
106,"[-0.9709856   4.051545   -1.5688357   2.1007078   0.13839826 -0.02224789
  0.          0.        ]","Observation from last step: 
X coordinate: -0.970986
Y coordinate: 4.05
X velocity: -1.57
Y velocity: 2.10
Angle of the lander: 0.14
Angular velocity of lander: -0.05561973433941603
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-9.063648238654356,The reward from the last step was: -9.06,-544.7650003407924,"
_
Observation from last step: 
X coordinate: -0.970986
Y coordinate: 4.05
X velocity: -1.57
Y velocity: 2.10
Angle of the lander: 0.14
Angular velocity of lander: -0.05561973433941603
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -9.06
score: Score: -544.7650003407924

Action: 
"
107,"[-0.9867948   4.099045   -1.5796554   2.1111999   0.13713862 -0.02519259
  0.          0.        ]","Observation from last step: 
X coordinate: -0.986795
Y coordinate: 4.10
X velocity: -1.58
Y velocity: 2.11
Angle of the lander: 0.14
Angular velocity of lander: -0.06298148073256016
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0",-6.650039866085467,The reward from the last step was: -6.65,-551.4150402068778,"
_
Observation from last step: 
X coordinate: -0.986795
Y coordinate: 4.10
X velocity: -1.58
Y velocity: 2.11
Angle of the lander: 0.14
Angular velocity of lander: -0.06298148073256016
Leg 1 contact with ground flag: 0.0
Leg 2 contact with ground flag: 0.0
The reward from the last step was: -6.65
score: Score: -551.4150402068778

Action: 
"
