,obs,obs_text,reward,reward_text,score,skeleton
36,"[ 0.30700114  0.07825177 -0.05924892 -0.12295637  0.08696799 -1.0000005
  0.91217434  0.          0.          0.35577348 -0.34703016  0.26819772
 -1.          0.          0.45965117  0.4648712   0.4811406   0.51047
  0.5569264   0.6282058   0.7394527   0.92379004  1.          1.        ]","Observation from last step: 
Hull angle: 0.31
Angular velocity: 0.08
X velocity: -0.06
Y velocity: -0.12
Back revolute joint angle: 0.09
Back revolute joint speed: -1.00
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.36
Front revolute joint speed: -0.35
Front lower leg angle: 0.27
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.2820061289469413,The reward from the last step was: -0.28,-4.579419223519414,"
_
Observation from last step: 
Hull angle: 0.31
Angular velocity: 0.08
X velocity: -0.06
Y velocity: -0.12
Back revolute joint angle: 0.09
Back revolute joint speed: -1.00
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.36
Front revolute joint speed: -0.35
Front lower leg angle: 0.27
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.28
score: Score: -4.579419223519414

Action: 
"
37,"[ 0.3519771   0.08990335 -0.10302499 -0.02713574  0.04555338 -0.52403605
  0.9143771  -0.00312308  1.          0.25695634 -1.2201853   0.39148414
  1.0007443   0.          0.45849818  0.46370512  0.4799337   0.5091895
  0.5555294   0.62663     0.7375979   0.9214728   1.          1.        ]","Observation from last step: 
Hull angle: 0.35
Angular velocity: 0.09
X velocity: -0.10
Y velocity: -0.03
Back revolute joint angle: 0.05
Back revolute joint speed: -0.52
Back lower leg angle: 0.91
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.26
Front revolute joint speed: -1.22
Front lower leg angle: 0.39
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.3543591533819811,The reward from the last step was: -0.35,-4.933778376901396,"
_
Observation from last step: 
Hull angle: 0.35
Angular velocity: 0.09
X velocity: -0.10
Y velocity: -0.03
Back revolute joint angle: 0.05
Back revolute joint speed: -0.52
Back lower leg angle: 0.91
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.26
Front revolute joint speed: -1.22
Front lower leg angle: 0.39
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.56
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.35
score: Score: -4.933778376901396

Action: 
"
38,"[ 4.0095389e-01  9.7883269e-02 -1.0787507e-01 -2.5362991e-02
  2.9373914e-05 -5.7764834e-01  9.1380221e-01  2.6340485e-03
  1.0000000e+00  1.5968294e-01 -1.1948218e+00  5.1655269e-01
  9.9946326e-01  0.0000000e+00  4.5746517e-01  4.6266037e-01
  4.7885239e-01  5.0804228e-01  5.5427784e-01  6.2521815e-01
  7.3593605e-01  9.1939670e-01  1.0000000e+00  1.0000000e+00]","Observation from last step: 
Hull angle: 0.40
Angular velocity: 0.10
X velocity: -0.11
Y velocity: -0.03
Back revolute joint angle: 0.00
Back revolute joint speed: -0.58
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.16
Front revolute joint speed: -1.19
Front lower leg angle: 0.52
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.3672751429875715,The reward from the last step was: -0.37,-5.301053519888967,"
_
Observation from last step: 
Hull angle: 0.40
Angular velocity: 0.10
X velocity: -0.11
Y velocity: -0.03
Back revolute joint angle: 0.00
Back revolute joint speed: -0.58
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.16
Front revolute joint speed: -1.19
Front lower leg angle: 0.52
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.63
Lidar 7 (0.90 rad): 0.74
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.37
score: Score: -5.301053519888967

Action: 
"
39,"[ 4.53599095e-01  1.05259106e-01 -1.10743642e-01 -3.16987783e-02
 -4.97226827e-02 -6.22566223e-01  9.14003551e-01  2.60750443e-04
  1.00000000e+00  6.97041303e-02 -1.11401629e+00  6.38429940e-01
  9.99955893e-01  0.00000000e+00  4.56131488e-01  4.61311549e-01
  4.77456361e-01  5.06561160e-01  5.52661896e-01  6.23395443e-01
  7.33790517e-01  9.16716337e-01  1.00000000e+00  1.00000000e+00]","Observation from last step: 
Hull angle: 0.45
Angular velocity: 0.11
X velocity: -0.11
Y velocity: -0.03
Back revolute joint angle: -0.05
Back revolute joint speed: -0.62
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.07
Front revolute joint speed: -1.11
Front lower leg angle: 0.64
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.39930096613565846,The reward from the last step was: -0.40,-5.700354486024626,"
_
Observation from last step: 
Hull angle: 0.45
Angular velocity: 0.11
X velocity: -0.11
Y velocity: -0.03
Back revolute joint angle: -0.05
Back revolute joint speed: -0.62
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.07
Front revolute joint speed: -1.11
Front lower leg angle: 0.64
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.46
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.51
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.92
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.40
score: Score: -5.700354486024626

Action: 
"
40,"[ 5.0214994e-01  9.7066358e-02 -1.2860337e-01 -3.7363090e-02
 -9.3322173e-02 -5.4658127e-01  9.1414642e-01 -3.7898123e-04
  1.0000000e+00  7.5554624e-02  8.7454975e-02  5.2177572e-01
 -9.9994868e-01  0.0000000e+00  4.5450518e-01  4.5966676e-01
  4.7575402e-01  5.0475502e-01  5.5069137e-01  6.2117273e-01
  7.3117423e-01  9.1344780e-01  1.0000000e+00  1.0000000e+00]","Observation from last step: 
Hull angle: 0.50
Angular velocity: 0.10
X velocity: -0.13
Y velocity: -0.04
Back revolute joint angle: -0.09
Back revolute joint speed: -0.55
Back lower leg angle: 0.91
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.08
Front revolute joint speed: 0.09
Front lower leg angle: 0.52
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.3802976055145264,The reward from the last step was: -0.38,-6.080652091539152,"
_
Observation from last step: 
Hull angle: 0.50
Angular velocity: 0.10
X velocity: -0.13
Y velocity: -0.04
Back revolute joint angle: -0.09
Back revolute joint speed: -0.55
Back lower leg angle: 0.91
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.08
Front revolute joint speed: 0.09
Front lower leg angle: 0.52
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.48
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.38
score: Score: -6.080652091539152

Action: 
"
41,"[ 5.4773927e-01  9.1133893e-02 -1.3893175e-01 -4.0407449e-02
 -1.3283448e-01 -4.9441785e-01  9.1446090e-01  1.7136832e-04
  1.0000000e+00  1.0005148e-01  3.2391995e-01  4.0635926e-01
 -1.0000293e+00  0.0000000e+00  4.5271730e-01  4.5785859e-01
  4.7388256e-01  5.0276947e-01  5.4852515e-01  6.1872929e-01
  7.2829801e-01  9.0985459e-01  1.0000000e+00  1.0000000e+00]","Observation from last step: 
Hull angle: 0.55
Angular velocity: 0.09
X velocity: -0.14
Y velocity: -0.04
Back revolute joint angle: -0.13
Back revolute joint speed: -0.49
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.10
Front revolute joint speed: 0.32
Front lower leg angle: 0.41
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.36717164491017895,The reward from the last step was: -0.37,-6.447823736449331,"
_
Observation from last step: 
Hull angle: 0.55
Angular velocity: 0.09
X velocity: -0.14
Y velocity: -0.04
Back revolute joint angle: -0.13
Back revolute joint speed: -0.49
Back lower leg angle: 0.91
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.10
Front revolute joint speed: 0.32
Front lower leg angle: 0.41
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.37
score: Score: -6.447823736449331

Action: 
"
42,"[ 5.9041494e-01  8.5242242e-02 -1.4969318e-01 -4.3991331e-02
 -1.6813986e-01 -4.4171983e-01  9.1511178e-01 -9.5864141e-07
  1.0000000e+00  1.4663620e-01  6.1786336e-01  2.9728556e-01
 -9.9999976e-01  0.0000000e+00  4.5074141e-01  4.5586026e-01
  4.7181430e-01  5.0057513e-01  5.4613113e-01  6.1602879e-01
  7.2511935e-01  9.0588355e-01  1.0000000e+00  1.0000000e+00]","Observation from last step: 
Hull angle: 0.59
Angular velocity: 0.09
X velocity: -0.15
Y velocity: -0.04
Back revolute joint angle: -0.17
Back revolute joint speed: -0.44
Back lower leg angle: 0.92
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.15
Front revolute joint speed: 0.62
Front lower leg angle: 0.30
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.3654953284263611,The reward from the last step was: -0.37,-6.813319064875692,"
_
Observation from last step: 
Hull angle: 0.59
Angular velocity: 0.09
X velocity: -0.15
Y velocity: -0.04
Back revolute joint angle: -0.17
Back revolute joint speed: -0.44
Back lower leg angle: 0.92
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.15
Front revolute joint speed: 0.62
Front lower leg angle: 0.30
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.46
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.55
Lidar 6 (0.75 rad): 0.62
Lidar 7 (0.90 rad): 0.73
Lidar 8 (1.05 rad): 0.91
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.37
score: Score: -6.813319064875692

Action: 
"
43,"[ 0.6207589   0.06059619 -0.16620754 -0.05620641 -0.14044334  0.3533305
  0.7965356  -1.          1.          0.15588488  0.17505395  0.42737126
  0.9999997   0.          0.44814682  0.4532362   0.46909842  0.4976937
  0.5429874   0.6124828   0.72094536  0.90066904  1.          1.        ]","Observation from last step: 
Hull angle: 0.62
Angular velocity: 0.06
X velocity: -0.17
Y velocity: -0.06
Back revolute joint angle: -0.14
Back revolute joint speed: 0.35
Back lower leg angle: 0.80
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.16
Front revolute joint speed: 0.18
Front lower leg angle: 0.43
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.72
Lidar 8 (1.05 rad): 0.90
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.3120211283683777,The reward from the last step was: -0.31,-7.12534019324407,"
_
Observation from last step: 
Hull angle: 0.62
Angular velocity: 0.06
X velocity: -0.17
Y velocity: -0.06
Back revolute joint angle: -0.14
Back revolute joint speed: 0.35
Back lower leg angle: 0.80
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.16
Front revolute joint speed: 0.18
Front lower leg angle: 0.43
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.45
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.50
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.72
Lidar 8 (1.05 rad): 0.90
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.31
score: Score: -7.12534019324407

Action: 
"
44,"[ 0.638103    0.0345502  -0.17551567 -0.08076341 -0.08921309  0.65695703
  0.6800697  -1.          1.          0.19778444  0.5961015   0.56006396
  1.          0.          0.44433334  0.4493794   0.46510664  0.4934586
  0.5383669   0.6072709   0.71481055  0.89300483  1.          1.        ]","Observation from last step: 
Hull angle: 0.64
Angular velocity: 0.03
X velocity: -0.18
Y velocity: -0.08
Back revolute joint angle: -0.09
Back revolute joint speed: 0.66
Back lower leg angle: 0.68
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.20
Front revolute joint speed: 0.60
Front lower leg angle: 0.56
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.89
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.2575542098363229,The reward from the last step was: -0.26,-7.382894403080393,"
_
Observation from last step: 
Hull angle: 0.64
Angular velocity: 0.03
X velocity: -0.18
Y velocity: -0.08
Back revolute joint angle: -0.09
Back revolute joint speed: 0.66
Back lower leg angle: 0.68
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.20
Front revolute joint speed: 0.60
Front lower leg angle: 0.56
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.45
Lidar 3 (0.30 rad): 0.47
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.54
Lidar 6 (0.75 rad): 0.61
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.89
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.26
score: Score: -7.382894403080393

Action: 
"
45,"[ 0.642733    0.00901885 -0.18236072 -0.10631782 -0.01107289  0.99999994
  0.5653555  -1.0000001   0.          0.26874214  0.9558969   0.6918047
  1.          0.          0.4392756   0.44426423  0.45981243  0.48784167
  0.5322388   0.6003585   0.706674    0.88284     1.          1.        ]","Observation from last step: 
Hull angle: 0.64
Angular velocity: 0.01
X velocity: -0.18
Y velocity: -0.11
Back revolute joint angle: -0.01
Back revolute joint speed: 1.00
Back lower leg angle: 0.57
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.27
Front revolute joint speed: 0.96
Front lower leg angle: 0.69
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.46
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.60
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.88
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.19728334407806397,The reward from the last step was: -0.20,-7.580177747158458,"
_
Observation from last step: 
Hull angle: 0.64
Angular velocity: 0.01
X velocity: -0.18
Y velocity: -0.11
Back revolute joint angle: -0.01
Back revolute joint speed: 1.00
Back lower leg angle: 0.57
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.27
Front revolute joint speed: 0.96
Front lower leg angle: 0.69
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.44
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.46
Lidar 4 (0.45 rad): 0.49
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.60
Lidar 7 (0.90 rad): 0.71
Lidar 8 (1.05 rad): 0.88
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.20
score: Score: -7.580177747158458

Action: 
"
46,"[ 0.6608849   0.03597305 -0.1592489  -0.120466   -0.0413189  -0.35643518
  0.68818176  0.99999994  0.          0.3844062   1.4969468   0.5851349
 -1.0000001   0.          0.43361095  0.43853524  0.45388296  0.48155075
  0.52537537  0.59261656  0.69756114  0.8714554   1.          1.        ]","Observation from last step: 
Hull angle: 0.66
Angular velocity: 0.04
X velocity: -0.16
Y velocity: -0.12
Back revolute joint angle: -0.04
Back revolute joint speed: -0.36
Back lower leg angle: 0.69
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.38
Front revolute joint speed: 1.50
Front lower leg angle: 0.59
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.48
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.59
Lidar 7 (0.90 rad): 0.70
Lidar 8 (1.05 rad): 0.87
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.25204927612940586,The reward from the last step was: -0.25,-7.832227023287864,"
_
Observation from last step: 
Hull angle: 0.66
Angular velocity: 0.04
X velocity: -0.16
Y velocity: -0.12
Back revolute joint angle: -0.04
Back revolute joint speed: -0.36
Back lower leg angle: 0.69
Back lower leg speed: 1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.38
Front revolute joint speed: 1.50
Front lower leg angle: 0.59
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.44
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.48
Lidar 5 (0.60 rad): 0.53
Lidar 6 (0.75 rad): 0.59
Lidar 7 (0.90 rad): 0.70
Lidar 8 (1.05 rad): 0.87
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.25
score: Score: -7.832227023287864

Action: 
"
47,"[ 0.6957949   0.06954247 -0.13745034 -0.13251741 -0.11672343 -0.929891
  0.79855406  0.6535031   1.          0.46797347  1.0883057   0.47729075
 -1.          0.          0.42743436  0.43228853  0.4474176   0.47469127
  0.51789165  0.58417505  0.6876247   0.85904187  1.          1.        ]","Observation from last step: 
Hull angle: 0.70
Angular velocity: 0.07
X velocity: -0.14
Y velocity: -0.13
Back revolute joint angle: -0.12
Back revolute joint speed: -0.93
Back lower leg angle: 0.80
Back lower leg speed: 0.65
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.47
Front revolute joint speed: 1.09
Front lower leg angle: 0.48
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.52
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.69
Lidar 8 (1.05 rad): 0.86
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.3330195924123116,The reward from the last step was: -0.33,-8.165246615700175,"
_
Observation from last step: 
Hull angle: 0.70
Angular velocity: 0.07
X velocity: -0.14
Y velocity: -0.13
Back revolute joint angle: -0.12
Back revolute joint speed: -0.93
Back lower leg angle: 0.80
Back lower leg speed: 0.65
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.47
Front revolute joint speed: 1.09
Front lower leg angle: 0.48
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.43
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.45
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.52
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.69
Lidar 8 (1.05 rad): 0.86
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.33
score: Score: -8.165246615700175

Action: 
"
48,"[ 0.7529829   0.11350641 -0.17326552 -0.06283376 -0.15603592 -0.67175317
  0.81084377  0.08917359  1.          0.49814188  0.43697828  0.36990762
 -0.9999998   0.          0.4249019   0.42972732  0.44476676  0.47187883
  0.5148232   0.5807139   0.68355066  0.8539522   1.          1.        ]","Observation from last step: 
Hull angle: 0.75
Angular velocity: 0.11
X velocity: -0.17
Y velocity: -0.06
Back revolute joint angle: -0.16
Back revolute joint speed: -0.67
Back lower leg angle: 0.81
Back lower leg speed: 0.09
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.50
Front revolute joint speed: 0.44
Front lower leg angle: 0.37
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.47205662078857424,The reward from the last step was: -0.47,-8.63730323648875,"
_
Observation from last step: 
Hull angle: 0.75
Angular velocity: 0.11
X velocity: -0.17
Y velocity: -0.06
Back revolute joint angle: -0.16
Back revolute joint speed: -0.67
Back lower leg angle: 0.81
Back lower leg speed: 0.09
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.50
Front revolute joint speed: 0.44
Front lower leg angle: 0.37
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.47
score: Score: -8.63730323648875

Action: 
"
